id	name	protocol	date	block	task	state	include
076	?????	mimosa	20180315	15	MIMOSA	OM	0
076	?????	mimosa	20180315	16	MIMOSA	OM	0
076	?????	mimosa	20180315	17	MIMOSA	OM	0
058	ribna	mimosa	20180321	01	SMEG	RS	1
058	ribna	mimosa	20180321	02	SMEG	OM	1
058	ribna	mimosa	20180321	03	MIMOSA	OM	1
058	ribna	mimosa	20180321	04	MIMOSA	OM	1
058	ribna	mimosa	20180321	05	MIMOSA	OM	1
058	ribna	mimosa	20180321	06	SMEG	FA	1
058	ribna	mimosa	20180321	07	MIMOSA	FA	1
058	ribna	mimosa	20180321	08	MIMOSA	FA	1
058	ribna	mimosa	20180321	09	MIMOSA	FA	1
058	ribna	mimosa	20180321	10	SMEG	OM	1
058	ribna	mimosa	20180321	11	MIMOSA	OM	1
058	ribna	mimosa	20180321	12	MIMOSA	OM	1
058	ribna	mimosa	20180321	13	MIMOSA	OM	1
058	ribna	mimosa	20180321	14	SMEG	FA	1
058	ribna	mimosa	20180321	15	MIMOSA	FA	1
058	ribna	mimosa	20180321	16	MIMOSA	FA	1
058	ribna	mimosa	20180321	17	MIMOSA	FA	1
098	spije	mimosa	20180322	01	SMEG	RS	1
098	spije	mimosa	20180322	02	SMEG	FA	1
098	spije	mimosa	20180322	03	MIMOSA	FA	1
098	spije	mimosa	20180322	04	MIMOSA	FA	1
098	spije	mimosa	20180322	05	MIMOSA	FA	1
098	spije	mimosa	20180322	06	SMEG	OM	1
098	spije	mimosa	20180322	07	MIMOSA	OM	1
098	spije	mimosa	20180322	08	MIMOSA	OM	1
098	spije	mimosa	20180322	09	MIMOSA	OM	1
098	spije	mimosa	20180322	10	SMEG	OM	1
098	spije	mimosa	20180322	11	MIMOSA	OM	1
098	spije	mimosa	20180322	12	MIMOSA	OM	1
098	spije	mimosa	20180322	13	MIMOSA	OM	1
098	spije	mimosa	20180322	14	SMEG	FA	1
098	spije	mimosa	20180322	15	MIMOSA	FA	1
098	spije	mimosa	20180322	16	MIMOSA	FA	1
098	spije	mimosa	20180322	17	MIMOSA	FA	1
099	?????	mimosa	20180327	01	SMEG	RS	0
099	?????	mimosa	20180327	02	SMEG	OM	0
099	?????	mimosa	20180327	03	MIMOSA	OM	0
099	?????	mimosa	20180327	04	MIMOSA	OM	0
099	?????	mimosa	20180327	05	MIMOSA	OM	0
099	?????	mimosa	20180327	06	SMEG	FA	0
099	?????	mimosa	20180327	07	MIMOSA	FA	0
099	?????	mimosa	20180327	08	MIMOSA	FA	0
099	?????	mimosa	20180327	09	MIMOSA	FA	0
099	?????	mimosa	20180327	10	SMEG	FA	0
099	?????	mimosa	20180327	11	MIMOSA	FA	0
099	?????	mimosa	20180327	12	MIMOSA	FA	0
099	?????	mimosa	20180327	13	MIMOSA	FA	0
099	?????	mimosa	20180327	14	SMEG	OM	0
099	?????	mimosa	20180327	15	MIMOSA	OM	0
099	?????	mimosa	20180327	16	MIMOSA	OM	0
099	?????	mimosa	20180327	17	MIMOSA	OM	0
065	rodau	mimosa	20180329	01	SMEG	RS	1
065	rodau	mimosa	20180329	02	SMEG	OM	1
065	rodau	mimosa	20180329	03	MIMOSA	OM	1
065	rodau	mimosa	20180329	04	MIMOSA	OM	1
065	rodau	mimosa	20180329	05	MIMOSA	OM	1
065	rodau	mimosa	20180329	06	SMEG	FA	1
065	rodau	mimosa	20180329	07	MIMOSA	FA	1
065	rodau	mimosa	20180329	08	MIMOSA	FA	1
065	rodau	mimosa	20180329	09	MIMOSA	FA	1
065	rodau	mimosa	20180329	10	SMEG	FA	1
065	rodau	mimosa	20180329	11	MIMOSA	FA	1
065	rodau	mimosa	20180329	12	MIMOSA	FA	1
065	rodau	mimosa	20180329	13	MIMOSA	FA	1
065	rodau	mimosa	20180329	14	SMEG	OM	1
065	rodau	mimosa	20180329	15	MIMOSA	OM	1
065	rodau	mimosa	20180329	16	MIMOSA	OM	1
065	rodau	mimosa	20180329	17	MIMOSA	OM	1
104	calyv	mimosa	20180405	01	SMEG	RS	1
104	calyv	mimosa	20180405	02	SMEG	FA	1
104	calyv	mimosa	20180405	03	MIMOSA	FA	1
104	calyv	mimosa	20180405	04	MIMOSA	FA	1
104	calyv	mimosa	20180405	05	MIMOSA	FA	1
104	calyv	mimosa	20180405	06	SMEG	OM	1
104	calyv	mimosa	20180405	07	MIMOSA	OM	1
104	calyv	mimosa	20180405	08	MIMOSA	OM	1
104	calyv	mimosa	20180405	09	MIMOSA	OM	1
104	calyv	mimosa	20180405	10	SMEG	FA	1
104	calyv	mimosa	20180405	11	MIMOSA	FA	1
104	calyv	mimosa	20180405	12	MIMOSA	FA	1
104	calyv	mimosa	20180405	13	MIMOSA	FA	1
104	calyv	mimosa	20180405	14	SMEG	OM	1
104	calyv	mimosa	20180405	15	MIMOSA	OM	1
104	calyv	mimosa	20180405	16	MIMOSA	OM	1
104	calyv	mimosa	20180405	17	MIMOSA	OM	1
108	briva	mimosa	20180409	01	SMEG	RS	1
108	briva	mimosa	20180409	02	SMEG	OM	1
108	briva	mimosa	20180409	03	MIMOSA	OM	1
108	briva	mimosa	20180409	04	MIMOSA	OM	1
108	briva	mimosa	20180409	05	MIMOSA	OM	1
108	briva	mimosa	20180409	06	SMEG	FA	1
108	briva	mimosa	20180409	07	MIMOSA	FA	1
108	briva	mimosa	20180409	08	MIMOSA	FA	1
108	briva	mimosa	20180409	09	MIMOSA	FA	1
108	briva	mimosa	20180409	10	SMEG	OM	1
108	briva	mimosa	20180409	11	MIMOSA	OM	1
108	briva	mimosa	20180409	12	MIMOSA	OM	1
108	briva	mimosa	20180409	13	MIMOSA	OM	1
108	briva	mimosa	20180409	14	SMEG	FA	1
108	briva	mimosa	20180409	15	MIMOSA	FA	1
108	briva	mimosa	20180409	16	MIMOSA	FA	1
108	briva	mimosa	20180409	17	MIMOSA	FA	1
059	quica	mimosa	20180410	01	SMEG	RS	1
059	quica	mimosa	20180410	02	SMEG	OM	1
059	quica	mimosa	20180410	03	MIMOSA	OM	1
059	quica	mimosa	20180410	04	MIMOSA	OM	1
059	quica	mimosa	20180410	05	MIMOSA	OM	1
059	quica	mimosa	20180410	06	SMEG	FA	1
059	quica	mimosa	20180410	07	MIMOSA	FA	1
059	quica	mimosa	20180410	08	MIMOSA	FA	1
059	quica	mimosa	20180410	09	MIMOSA	FA	1
059	quica	mimosa	20180410	10	SMEG	FA	1
059	quica	mimosa	20180410	11	MIMOSA	FA	1
059	quica	mimosa	20180410	12	MIMOSA	FA	1
059	quica	mimosa	20180410	13	MIMOSA	FA	1
059	quica	mimosa	20180410	14	SMEG	OM	1
059	quica	mimosa	20180410	15	MIMOSA	OM	1
059	quica	mimosa	20180410	16	MIMOSA	OM	1
059	quica	mimosa	20180410	17	MIMOSA	OM	1
057	gerpa	mimosa	20180412	01	SMEG	RS	1
057	gerpa	mimosa	20180412	02	SMEG	FA	1
057	gerpa	mimosa	20180412	03	MIMOSA	FA	1
057	gerpa	mimosa	20180412	04	MIMOSA	FA	1
057	gerpa	mimosa	20180412	05	MIMOSA	FA	1
057	gerpa	mimosa	20180412	06	SMEG	OM	1
057	gerpa	mimosa	20180412	07	MIMOSA	OM	1
057	gerpa	mimosa	20180412	08	MIMOSA	OM	1
057	gerpa	mimosa	20180412	09	MIMOSA	OM	1
057	gerpa	mimosa	20180412	10	SMEG	OM	1
057	gerpa	mimosa	20180412	11	MIMOSA	OM	1
057	gerpa	mimosa	20180412	12	MIMOSA	OM	1
057	gerpa	mimosa	20180412	13	MIMOSA	OM	1
057	gerpa	mimosa	20180412	14	SMEG	FA	1
057	gerpa	mimosa	20180412	15	MIMOSA	FA	1
057	gerpa	mimosa	20180412	16	MIMOSA	FA	1
057	gerpa	mimosa	20180412	17	MIMOSA	FA	1
101	vizmi	mimosa	20180417	01	SMEG	RS	1
101	vizmi	mimosa	20180417	02	SMEG	FA	1
101	vizmi	mimosa	20180417	03	MIMOSA	FA	1
101	vizmi	mimosa	20180417	04	MIMOSA	FA	1
101	vizmi	mimosa	20180417	05	MIMOSA	FA	1
101	vizmi	mimosa	20180417	06	SMEG	OM	1
101	vizmi	mimosa	20180417	07	MIMOSA	OM	1
101	vizmi	mimosa	20180417	08	MIMOSA	OM	1
101	vizmi	mimosa	20180417	09	MIMOSA	OM	1
101	vizmi	mimosa	20180417	10	SMEG	OM	1
101	vizmi	mimosa	20180417	11	MIMOSA	OM	1
101	vizmi	mimosa	20180417	12	MIMOSA	OM	1
101	vizmi	mimosa	20180417	13	MIMOSA	OM	1
101	vizmi	mimosa	20180417	14	SMEG	FA	1
101	vizmi	mimosa	20180417	15	MIMOSA	FA	1
101	vizmi	mimosa	20180417	16	MIMOSA	FA	1
101	vizmi	mimosa	20180417	17	MIMOSA	FA	1
105	goyge	mimosa	20180425	01	SMEG	RS	1
105	goyge	mimosa	20180425	02	SMEG	FA	1
105	goyge	mimosa	20180425	03	MIMOSA	FA	1
105	goyge	mimosa	20180425	04	MIMOSA	FA	1
105	goyge	mimosa	20180425	05	MIMOSA	FA	1
105	goyge	mimosa	20180425	06	SMEG	OM	1
105	goyge	mimosa	20180425	07	MIMOSA	OM	1
105	goyge	mimosa	20180425	08	MIMOSA	OM	1
105	goyge	mimosa	20180425	09	MIMOSA	OM	1
105	goyge	mimosa	20180425	10	SMEG	FA	1
105	goyge	mimosa	20180425	11	MIMOSA	FA	1
105	goyge	mimosa	20180425	12	MIMOSA	FA	1
105	goyge	mimosa	20180425	13	MIMOSA	FA	1
105	goyge	mimosa	20180425	14	SMEG	OM	1
105	goyge	mimosa	20180425	15	MIMOSA	OM	1
105	goyge	mimosa	20180425	16	MIMOSA	OM	1
105	goyge	mimosa	20180425	17	MIMOSA	OM	1
105	goyge	mimosa	20180425	18	SMEG	RS	1
074	frado	mimosa	20180426	01	SMEG	RS	1
074	frado	mimosa	20180426	02	SMEG	OM	1
074	frado	mimosa	20180426	03	MIMOSA	OM	1
074	frado	mimosa	20180426	04	MIMOSA	OM	1
074	frado	mimosa	20180426	05	MIMOSA	OM	1
074	frado	mimosa	20180426	06	SMEG	FA	1
074	frado	mimosa	20180426	07	MIMOSA	FA	1
074	frado	mimosa	20180426	08	MIMOSA	FA	1
074	frado	mimosa	20180426	09	MIMOSA	FA	1
074	frado	mimosa	20180426	10	SMEG	FA	1
074	frado	mimosa	20180426	11	MIMOSA	FA	1
074	frado	mimosa	20180426	12	MIMOSA	FA	1
074	frado	mimosa	20180426	13	MIMOSA	FA	1
074	frado	mimosa	20180426	14	SMEG	OM	1
074	frado	mimosa	20180426	15	MIMOSA	OM	1
074	frado	mimosa	20180426	16	MIMOSA	OM	1
074	frado	mimosa	20180426	17	MIMOSA	OM	1
079	marem	mimosa	20180502	01	SMEG	RS	1
079	marem	mimosa	20180502	02	SMEG	FA	1
079	marem	mimosa	20180502	03	MIMOSA	FA	1
079	marem	mimosa	20180502	04	MIMOSA	FA	1
079	marem	mimosa	20180502	05	MIMOSA	FA	1
079	marem	mimosa	20180502	06	SMEG	OM	1
079	marem	mimosa	20180502	07	MIMOSA	OM	1
079	marem	mimosa	20180502	08	MIMOSA	OM	1
079	marem	mimosa	20180502	09	MIMOSA	OM	1
079	marem	mimosa	20180502	10	SMEG	OM	1
079	marem	mimosa	20180502	11	MIMOSA	OM	1
079	marem	mimosa	20180502	12	MIMOSA	OM	1
079	marem	mimosa	20180502	13	MIMOSA	OM	1
079	marem	mimosa	20180502	14	SMEG	FA	1
079	marem	mimosa	20180502	15	MIMOSA	FA	1
079	marem	mimosa	20180502	16	MIMOSA	FA	1
079	marem	mimosa	20180502	17	MIMOSA	FA	1
080	colri	mimosa	20180514	01	SMEG	RS	1
080	colri	mimosa	20180514	02	SMEG	FA	1
080	colri	mimosa	20180514	03	MIMOSA	FA	1
080	colri	mimosa	20180514	04	MIMOSA	FA	1
080	colri	mimosa	20180514	05	MIMOSA	FA	1
080	colri	mimosa	20180514	06	SMEG	OM	1
080	colri	mimosa	20180514	07	MIMOSA	OM	1
080	colri	mimosa	20180514	08	MIMOSA	OM	1
080	colri	mimosa	20180514	09	MIMOSA	OM	1
080	colri	mimosa	20180514	10	SMEG	FA	1
080	colri	mimosa	20180514	11	MIMOSA	FA	1
080	colri	mimosa	20180514	12	MIMOSA	FA	1
080	colri	mimosa	20180514	13	MIMOSA	FA	1
080	colri	mimosa	20180514	14	SMEG	OM	1
080	colri	mimosa	20180514	15	MIMOSA	OM	1
080	colri	mimosa	20180514	16	MIMOSA	OM	1
080	colri	mimosa	20180514	17	MIMOSA	OM	1
